observation_id,timestamp_utc,site_code,temperature_c,relative_humidity_pct,soil_moisture_pct,crop_stage,crop_type,observation_source,consent_status,synchronization_status,approximate_region,notes
0b7f9fd4-9582-5013-8773-9c6320e991d3,2026-04-29T12:00:00Z,DEMO-001,33.5,53.1,41.6,flowering,demonstration crop,synthetic,not_required_synthetic,synchronized,Synthetic demonstration region,SYNTHETIC DATA — normal scenario
d8e6d4e5-84a6-5502-bd35-0ee4719de4e0,2026-04-29T18:00:00Z,DEMO-001,27.4,72.8,39.7,flowering,demonstration crop,synthetic,not_required_synthetic,synchronized,Synthetic demonstration region,SYNTHETIC DATA — normal scenario
6d9e8182-d3fe-5ca6-b2c6-eb312a2c1900,2026-04-30T00:00:00Z,DEMO-001,22.1,91.7,40.1,flowering,demonstration crop,synthetic,not_required_synthetic,synchronized,Synthetic demonstration region,SYNTHETIC DATA — normal scenario
0522866c-e9af-5257-ac96-6bbcf2c64a4c,2026-04-30T06:00:00Z,DEMO-001,28.2,72.8,38.9,flowering,demonstration crop,synthetic,not_required_synthetic,synchronized,Synthetic demonstration region,SYNTHETIC DATA — normal scenario
6bd9a9fc-a6e4-5121-974e-683894528d71,2026-04-30T12:00:00Z,DEMO-001,33.3,56.7,41.7,flowering,demonstration crop,synthetic,not_required_synthetic,synchronized,Synthetic demonstration region,SYNTHETIC DATA — normal scenario
e4100f0e-7feb-5851-848a-9432b23cba17,2026-04-30T18:00:00Z,DEMO-001,28.6,73.2,41.4,flowering,demonstration crop,synthetic,not_required_synthetic,synchronized,Synthetic demonstration region,SYNTHETIC DATA — normal scenario
4bd302d4-ca29-528d-9ee2-037222f03494,2026-04-01T00:00:00Z,DEMO-002,22.6,87.5,46.6,vegetative,demonstration crop,synthetic,not_required_synthetic,synchronized,Synthetic demonstration region,SYNTHETIC DATA — heat_stress scenario
c8fd44cf-2b19-5498-8dec-04700e432ca7,2026-04-01T06:00:00Z,DEMO-002,27.7,69.8,46.9,vegetative,demonstration crop,synthetic,not_required_synthetic,synchronized,Synthetic demonstration region,SYNTHETIC DATA — heat_stress scenario
86062811-18b4-5f66-8fbf-82d4351d428d,2026-04-01T12:00:00Z,DEMO-002,34.5,51.1,47.9,vegetative,demonstration crop,synthetic,not_required_synthetic,synchronized,Synthetic demonstration region,SYNTHETIC DATA — heat_stress scenario
34fba04f-939c-5e3e-a18d-b982d32dd24c,2026-04-01T18:00:00Z,DEMO-002,27.4,72.5,47.2,vegetative,demonstration crop,synthetic,not_required_synthetic,synchronized,Synthetic demonstration region,SYNTHETIC DATA — heat_stress scenario
0c6e7810-a292-5814-b348-0903dfdc4afb,2026-04-02T00:00:00Z,DEMO-002,22.1,89.3,47.6,vegetative,demonstration crop,synthetic,not_required_synthetic,synchronized,Synthetic demonstration region,SYNTHETIC DATA — heat_stress scenario
1cb5938e-e4ea-5f42-89f9-360d48a6da34,2026-04-02T06:00:00Z,DEMO-002,28.9,72.9,45.8,vegetative,demonstration crop,synthetic,not_required_synthetic,synchronized,Synthetic demonstration region,SYNTHETIC DATA — heat_stress scenario
b1b3fc6c-4170-57e4-9417-de4b01e0c5f3,2026-04-02T12:00:00Z,DEMO-002,33.3,51.5,45.7,vegetative,demonstration crop,synthetic,not_required_synthetic,synchronized,Synthetic demonstration region,SYNTHETIC DATA — heat_stress scenario
bbc5d891-c0b0-5a6a-8c1d-61381e16595d,2026-04-02T18:00:00Z,DEMO-002,28.5,70.6,45.0,vegetative,demonstration crop,synthetic,not_required_synthetic,synchronized,Synthetic demonstration region,SYNTHETIC DATA — heat_stress scenario
04b553b7-ce64-576c-b3ef-de02e7cf45a4,2026-04-03T00:00:00Z,DEMO-002,21.1,91.7,46.0,vegetative,demonstration crop,synthetic,not_required_synthetic,synchronized,Synthetic demonstration region,SYNTHETIC DATA — heat_stress scenario
e59d14f6-45ca-5fd6-8926-5021c7e3a37f,2026-04-03T06:00:00Z,DEMO-002,27.3,72.2,44.7,vegetative,demonstration crop,synthetic,not_required_synthetic,synchronized,Synthetic demonstration region,SYNTHETIC DATA — heat_stress scenario
b48d89c3-1343-5212-a02e-e3887fc102c5,2026-04-03T12:00:00Z,DEMO-002,33.7,52.1,47.4,vegetative,demonstration crop,synthetic,not_required_synthetic,synchronized,Synthetic demonstration region,SYNTHETIC DATA — heat_stress scenario
4a96a5e5-ba76-5b1a-9df0-cbbddd698eab,2026-04-03T18:00:00Z,DEMO-002,28.5,72.6,43.5,vegetative,demonstration crop,synthetic,not_required_synthetic,synchronized,Synthetic demonstration region,SYNTHETIC DATA — heat_stress scenario
0681d3e3-5b9b-5c05-b5c5-51776ca4a8c5,2026-04-04T00:00:00Z,DEMO-002,22.0,91.9,45.1,vegetative,demonstration crop,synthetic,not_required_synthetic,synchronized,Synthetic demonstration region,SYNTHETIC DATA — heat_stress scenario
60d25891-7801-5097-b8f3-563a9accca86,2026-04-04T06:00:00Z,DEMO-002,28.8,75.0,47.3,vegetative,demonstration crop,synthetic,not_required_synthetic,synchronized,Synthetic demonstration region,SYNTHETIC DATA — heat_stress scenario
31092ad9-3e92-5e72-875a-ad1b14293aa3,2026-04-04T12:00:00Z,DEMO-002,33.3,52.1,45.4,vegetative,demonstration crop,synthetic,not_required_synthetic,synchronized,Synthetic demonstration region,SYNTHETIC DATA — heat_stress scenario
e4f18e9a-a9cd-5277-ac6f-fad8e0e51f2d,2026-04-04T18:00:00Z,DEMO-002,28.1,74.3,43.9,vegetative,demonstration crop,synthetic,not_required_synthetic,synchronized,Synthetic demonstration region,SYNTHETIC DATA — heat_stress scenario
9d1bc446-6ac0-5592-b077-29a93d202895,2026-04-05T00:00:00Z,DEMO-002,22.0,90.9,46.7,vegetative,demonstration crop,synthetic,not_required_synthetic,synchronized,Synthetic demonstration region,SYNTHETIC DATA — heat_stress scenario
f3265260-78ec-56e1-a6fe-92cdbf2e8d63,2026-04-05T06:00:00Z,DEMO-002,27.0,71.2,44.6,vegetative,demonstration crop,synthetic,not_required_synthetic,synchronized,Synthetic demonstration region,SYNTHETIC DATA — heat_stress scenario
e37948ae-5d73-5106-a56f-b280b065c43c,2026-04-05T12:00:00Z,DEMO-002,33.4,54.7,43.7,vegetative,demonstration crop,synthetic,not_required_synthetic,synchronized,Synthetic demonstration region,SYNTHETIC DATA — heat_stress scenario
54dc0488-dab0-5840-8239-7cf037253dbe,2026-04-05T18:00:00Z,DEMO-002,27.3,71.9,47.0,vegetative,demonstration crop,synthetic,not_required_synthetic,synchronized,Synthetic demonstration region,SYNTHETIC DATA — heat_stress scenario
e2b9b2f5-fb0f-5c40-b155-27f343743c21,2026-04-06T00:00:00Z,DEMO-002,22.7,89.3,45.9,vegetative,demonstration crop,synthetic,not_required_synthetic,synchronized,Synthetic demonstration region,SYNTHETIC DATA — heat_stress scenario
3e4f1894-5978-501f-a235-0f543ae6a4e8,2026-04-06T06:00:00Z,DEMO-002,28.2,71.1,45.5,vegetative,demonstration crop,synthetic,not_required_synthetic,synchronized,Synthetic demonstration region,SYNTHETIC DATA — heat_stress scenario
907ed39c-8d6c-568f-b197-2be3e9633c1c,2026-04-06T12:00:00Z,DEMO-002,34.8,54.1,43.4,vegetative,demonstration crop,synthetic,not_required_synthetic,synchronized,Synthetic demonstration region,SYNTHETIC DATA — heat_stress scenario
077cde8d-1f00-5e80-9c49-466831d35146,2026-04-06T18:00:00Z,DEMO-002,28.7,71.7,45.6,vegetative,demonstration crop,synthetic,not_required_synthetic,synchronized,Synthetic demonstration region,SYNTHETIC DATA — heat_stress scenario
29a894d7-9901-5959-bf1d-027f299dbfbb,2026-04-07T00:00:00Z,DEMO-002,22.2,91.7,43.1,vegetative,demonstration crop,synthetic,not_required_synthetic,synchronized,Synthetic demonstration region,SYNTHETIC DATA — heat_stress scenario
c1d6541b-e3d8-5f58-a620-e64c5664963b,2026-04-07T06:00:00Z,DEMO-002,37.2,70.9,44.7,vegetative,demonstration crop,synthetic,not_required_synthetic,synchronized,Synthetic demonstration region,SYNTHETIC DATA — heat_stress scenario
246ad279-7c36-5aaa-a2bf-2c3f1d2e44bc,2026-04-07T12:00:00Z,DEMO-002,44.5,53.0,43.6,vegetative,demonstration crop,synthetic,not_required_synthetic,synchronized,Synthetic demonstration region,SYNTHETIC DATA — heat_stress scenario
d4e3109b-5419-59e8-8c0d-d1b08d13b5a1,2026-04-07T18:00:00Z,DEMO-002,38.0,74.4,44.0,vegetative,demonstration crop,synthetic,not_required_synthetic,synchronized,Synthetic demonstration region,SYNTHETIC DATA — heat_stress scenario
4ed154cf-fba6-578d-bb9a-4fdf8b949eea,2026-04-08T00:00:00Z,DEMO-002,32.4,89.4,46.0,vegetative,demonstration crop,synthetic,not_required_synthetic,synchronized,Synthetic demonstration region,SYNTHETIC DATA — heat_stress scenario
efe57008-8470-579e-b4b4-be3cef34a703,2026-04-08T06:00:00Z,DEMO-002,37.4,70.3,45.8,vegetative,demonstration crop,synthetic,not_required_synthetic,synchronized,Synthetic demonstration region,SYNTHETIC DATA — heat_stress scenario
8046b894-4a4d-5798-ab9a-1a3830f8147a,2026-04-08T12:00:00Z,DEMO-002,44.4,55.7,43.9,vegetative,demonstration crop,synthetic,not_required_synthetic,synchronized,Synthetic demonstration region,SYNTHETIC DATA — heat_stress scenario
cfa37652-b9d3-5847-ac2e-7addddab5b72,2026-04-08T18:00:00Z,DEMO-002,37.8,71.3,45.7,vegetative,demonstration crop,synthetic,not_required_synthetic,synchronized,Synthetic demonstration region,SYNTHETIC DATA — heat_stress scenario
736a33ab-5dfc-5f41-8b4e-309e7c669b18,2026-04-09T00:00:00Z,DEMO-002,31.3,90.9,45.4,vegetative,demonstration crop,synthetic,not_required_synthetic,synchronized,Synthetic demonstration region,SYNTHETIC DATA — heat_stress scenario
a257bd0a-c0a7-569b-ad2e-57982a13d2ca,2026-04-09T06:00:00Z,DEMO-002,37.3,74.0,43.4,vegetative,demonstration crop,synthetic,not_required_synthetic,synchronized,Synthetic demonstration region,SYNTHETIC DATA — heat_stress scenario
a89bdfd2-5f4d-5168-876c-d0e9eaad611b,2026-04-09T12:00:00Z,DEMO-002,43.6,53.7,45.7,vegetative,demonstration crop,synthetic,not_required_synthetic,synchronized,Synthetic demonstration region,SYNTHETIC DATA — heat_stress scenario
ba5d354b-1ebf-5e04-90a1-f84e9cf2ba0a,2026-04-09T18:00:00Z,DEMO-002,37.3,70.4,44.8,vegetative,demonstration crop,synthetic,not_required_synthetic,synchronized,Synthetic demonstration region,SYNTHETIC DATA — heat_stress scenario
d879d7cb-b691-5113-aa27-7ff4095f068e,2026-04-10T00:00:00Z,DEMO-002,32.9,87.7,44.4,vegetative,demonstration crop,synthetic,not_required_synthetic,synchronized,Synthetic demonstration region,SYNTHETIC DATA — heat_stress scenario
f75be97e-038e-542e-b0d3-49dfa1915fb0,2026-04-10T06:00:00Z,DEMO-002,37.6,71.4,44.0,vegetative,demonstration crop,synthetic,not_required_synthetic,synchronized,Synthetic demonstration region,SYNTHETIC DATA — heat_stress scenario
445e3572-7a40-570f-8e96-405bd9891c07,2026-04-10T12:00:00Z,DEMO-002,43.0,55.0,45.0,vegetative,demonstration crop,synthetic,not_required_synthetic,synchronized,Synthetic demonstration region,SYNTHETIC DATA — heat_stress scenario
6861239b-c4bb-5ce6-8fb7-3ebdab01c75d,2026-04-10T18:00:00Z,DEMO-002,37.7,74.5,44.8,vegetative,demonstration crop,synthetic,not_required_synthetic,synchronized,Synthetic demonstration region,SYNTHETIC DATA — heat_stress scenario
6d215657-8716-560b-8240-e66bcdf09e1a,2026-04-11T00:00:00Z,DEMO-002,32.8,92.7,45.4,vegetative,demonstration crop,synthetic,not_required_synthetic,synchronized,Synthetic demonstration region,SYNTHETIC DATA — heat_stress scenario
64f530f8-fbaa-515e-80a5-5173c3bc0e02,2026-04-11T06:00:00Z,DEMO-002,38.3,70.3,44.1,vegetative,demonstration crop,synthetic,not_required_synthetic,synchronized,Synthetic demonstration region,SYNTHETIC DATA — heat_stress scenario
2685ac65-f0d7-54cc-987d-3d954f8c830e,2026-04-11T12:00:00Z,DEMO-002,43.7,56.5,43.2,vegetative,demonstration crop,synthetic,not_required_synthetic,synchronized,Synthetic demonstration region,SYNTHETIC DATA — heat_stress scenario
0dc23e59-0b71-5819-9bf5-75ac9bdfee00,2026-04-11T18:00:00Z,DEMO-002,38.4,72.4,41.9,vegetative,demonstration crop,synthetic,not_required_synthetic,synchronized,Synthetic demonstration region,SYNTHETIC DATA — heat_stress scenario
ead44b55-1162-5de0-84fa-a378a45d050b,2026-04-12T00:00:00Z,DEMO-002,31.5,90.9,43.1,vegetative,demonstration crop,synthetic,not_required_synthetic,synchronized,Synthetic demonstration region,SYNTHETIC DATA — heat_stress scenario
f242bcee-83dc-54c3-a466-a45f9683eac0,2026-04-12T06:00:00Z,DEMO-002,37.8,71.9,44.9,vegetative,demonstration crop,synthetic,not_required_synthetic,synchronized,Synthetic demonstration region,SYNTHETIC DATA — heat_stress scenario
097614a7-52f2-5961-9328-642efc4c6a09,2026-04-12T12:00:00Z,DEMO-002,44.8,51.2,43.1,vegetative,demonstration crop,synthetic,not_required_synthetic,synchronized,Synthetic demonstration region,SYNTHETIC DATA — heat_stress scenario
46b7ca5f-7b94-500d-9c7d-476faf2ed4a7,2026-04-12T18:00:00Z,DEMO-002,37.4,74.1,42.1,vegetative,demonstration crop,synthetic,not_required_synthetic,synchronized,Synthetic demonstration region,SYNTHETIC DATA — heat_stress scenario
55425e8b-3947-5af7-b747-6c00fb746a0d,2026-04-13T00:00:00Z,DEMO-002,31.5,88.3,41.7,vegetative,demonstration crop,synthetic,not_required_synthetic,synchronized,Synthetic demonstration region,SYNTHETIC DATA — heat_stress scenario
d097b33f-a65d-5a11-bfc1-cd2c11c28552,2026-04-13T06:00:00Z,DEMO-002,37.9,72.8,42.7,vegetative,demonstration crop,synthetic,not_required_synthetic,synchronized,Synthetic demonstration region,SYNTHETIC DATA — heat_stress scenario
f5a1868a-2627-55e0-ac35-1ec908fae8cc,2026-04-13T12:00:00Z,DEMO-002,43.2,54.2,44.3,vegetative,demonstration crop,synthetic,not_required_synthetic,synchronized,Synthetic demonstration region,SYNTHETIC DATA — heat_stress scenario
7a36f2ff-0a44-50fb-861d-ba070f98a9db,2026-04-13T18:00:00Z,DEMO-002,37.0,71.0,41.8,vegetative,demonstration crop,synthetic,not_required_synthetic,synchronized,Synthetic demonstration region,SYNTHETIC DATA — heat_stress scenario
0a7f9813-e103-591c-b5b3-f0cd40e40628,2026-04-14T00:00:00Z,DEMO-002,31.4,90.6,43.3,vegetative,demonstration crop,synthetic,not_required_synthetic,synchronized,Synthetic demonstration region,SYNTHETIC DATA — heat_stress scenario
4dd51209-5727-5b4d-a353-a3e4da540229,2026-04-14T06:00:00Z,DEMO-002,37.3,72.4,42.6,vegetative,demonstration crop,synthetic,not_required_synthetic,synchronized,Synthetic demonstration region,SYNTHETIC DATA — heat_stress scenario
ee437640-b943-5e5f-abff-d2ba73557a1e,2026-04-14T12:00:00Z,DEMO-002,44.4,54.4,44.0,vegetative,demonstration crop,synthetic,not_required_synthetic,synchronized,Synthetic demonstration region,SYNTHETIC DATA — heat_stress scenario
c1206a63-bdf6-5474-a5cb-3429128bf95f,2026-04-14T18:00:00Z,DEMO-002,37.2,71.5,42.3,vegetative,demonstration crop,synthetic,not_required_synthetic,synchronized,Synthetic demonstration region,SYNTHETIC DATA — heat_stress scenario
7098d286-c640-5072-9e02-a43faab84dd2,2026-04-15T00:00:00Z,DEMO-002,31.4,92.9,44.1,vegetative,demonstration crop,synthetic,not_required_synthetic,synchronized,Synthetic demonstration region,SYNTHETIC DATA — heat_stress scenario
7bc603b0-65c4-58ce-bec2-69abb73b89dd,2026-04-15T06:00:00Z,DEMO-002,39.0,72.9,44.8,vegetative,demonstration crop,synthetic,not_required_synthetic,synchronized,Synthetic demonstration region,SYNTHETIC DATA — heat_stress scenario
8db68e50-f5f2-5bf9-8d14-22a30ff9e141,2026-04-15T12:00:00Z,DEMO-002,43.7,54.6,42.5,vegetative,demonstration crop,synthetic,not_required_synthetic,synchronized,Synthetic demonstration region,SYNTHETIC DATA — heat_stress scenario
931669c9-3825-56b6-99d2-eda8addfb225,2026-04-15T18:00:00Z,DEMO-002,37.5,74.0,44.6,vegetative,demonstration crop,synthetic,not_required_synthetic,synchronized,Synthetic demonstration region,SYNTHETIC DATA — heat_stress scenario
3e2046c7-0e71-5c1f-a33f-12b9a38fd28d,2026-04-16T00:00:00Z,DEMO-002,21.1,87.1,43.0,flowering,demonstration crop,synthetic,not_required_synthetic,synchronized,Synthetic demonstration region,SYNTHETIC DATA — heat_stress scenario
5e914c89-a8ed-52c2-8630-c18de7be2baa,2026-04-16T06:00:00Z,DEMO-002,28.6,73.5,42.0,flowering,demonstration crop,synthetic,not_required_synthetic,synchronized,Synthetic demonstration region,SYNTHETIC DATA — heat_stress scenario
7ac3ef6a-0574-5ba8-ba4d-3e91adfde3e8,2026-04-16T12:00:00Z,DEMO-002,33.4,56.1,42.0,flowering,demonstration crop,synthetic,not_required_synthetic,synchronized,Synthetic demonstration region,SYNTHETIC DATA — heat_stress scenario
5406748e-90b7-59fa-ae51-29fa97d7b663,2026-04-16T18:00:00Z,DEMO-002,27.8,69.3,41.7,flowering,demonstration crop,synthetic,not_required_synthetic,synchronized,Synthetic demonstration region,SYNTHETIC DATA — heat_stress scenario
ee65c0f6-98d6-5dc9-8895-c1ccc42d8860,2026-04-17T00:00:00Z,DEMO-002,21.8,91.3,41.1,flowering,demonstration crop,synthetic,not_required_synthetic,synchronized,Synthetic demonstration region,SYNTHETIC DATA — heat_stress scenario
43e785ea-bbf6-5ccb-8396-3494964b1302,2026-04-17T06:00:00Z,DEMO-002,28.3,73.6,43.5,flowering,demonstration crop,synthetic,not_required_synthetic,synchronized,Synthetic demonstration region,SYNTHETIC DATA — heat_stress scenario
f9c4f55d-3426-5865-8ca6-807ae658a118,2026-04-17T12:00:00Z,DEMO-002,33.6,51.5,42.6,flowering,demonstration crop,synthetic,not_required_synthetic,synchronized,Synthetic demonstration region,SYNTHETIC DATA — heat_stress scenario
99e1b14b-e070-5253-a8a8-faf8359d54ef,2026-04-17T18:00:00Z,DEMO-002,28.0,71.0,42.7,flowering,demonstration crop,synthetic,not_required_synthetic,synchronized,Synthetic demonstration region,SYNTHETIC DATA — heat_stress scenario
e4c7f56d-e50a-510a-802e-2d83778efebb,2026-04-18T00:00:00Z,DEMO-002,21.6,88.1,42.0,flowering,demonstration crop,synthetic,not_required_synthetic,synchronized,Synthetic demonstration region,SYNTHETIC DATA — heat_stress scenario
a8bbee68-638f-54b8-9c8e-fa04ea6fe8a2,2026-04-18T06:00:00Z,DEMO-002,29.0,70.0,44.0,flowering,demonstration crop,synthetic,not_required_synthetic,synchronized,Synthetic demonstration region,SYNTHETIC DATA — heat_stress scenario
6612393a-b7d9-5254-8d7b-1fd76766e69b,2026-04-18T12:00:00Z,DEMO-002,33.5,56.2,44.3,flowering,demonstration crop,synthetic,not_required_synthetic,synchronized,Synthetic demonstration region,SYNTHETIC DATA — heat_stress scenario
917bb755-fc3b-5c0c-a0e7-1b202eb098f5,2026-04-18T18:00:00Z,DEMO-002,28.0,69.6,42.0,flowering,demonstration crop,synthetic,not_required_synthetic,synchronized,Synthetic demonstration region,SYNTHETIC DATA — heat_stress scenario
44920a98-06ac-50d3-9047-b1997948c6c6,2026-04-19T00:00:00Z,DEMO-002,22.2,89.8,41.3,flowering,demonstration crop,synthetic,not_required_synthetic,synchronized,Synthetic demonstration region,SYNTHETIC DATA — heat_stress scenario
9cb10a97-f565-51ce-9bf3-dcf84b646dbb,2026-04-19T06:00:00Z,DEMO-002,27.4,72.2,42.4,flowering,demonstration crop,synthetic,not_required_synthetic,synchronized,Synthetic demonstration region,SYNTHETIC DATA — heat_stress scenario
1a488c8d-da97-553e-9619-ce9b2b318f70,2026-04-19T12:00:00Z,DEMO-002,34.0,52.6,43.5,flowering,demonstration crop,synthetic,not_required_synthetic,synchronized,Synthetic demonstration region,SYNTHETIC DATA — heat_stress scenario
ec7d3b21-af75-5c9f-a77a-db00ee6a697c,2026-04-19T18:00:00Z,DEMO-002,28.7,72.4,42.2,flowering,demonstration crop,synthetic,not_required_synthetic,synchronized,Synthetic demonstration region,SYNTHETIC DATA — heat_stress scenario
1fd9e6de-ef15-5879-ab0c-a10db9e1e627,2026-04-20T00:00:00Z,DEMO-002,22.7,93.0,41.5,flowering,demonstration crop,synthetic,not_required_synthetic,synchronized,Synthetic demonstration region,SYNTHETIC DATA — heat_stress scenario
f3d12303-126d-5264-87f1-a2fb8cecb8d0,2026-04-20T06:00:00Z,DEMO-002,27.8,72.2,42.6,flowering,demonstration crop,synthetic,not_required_synthetic,synchronized,Synthetic demonstration region,SYNTHETIC DATA — heat_stress scenario
1c76cb7c-2490-5b3f-8985-7f4bd272c726,2026-04-20T12:00:00Z,DEMO-002,33.3,56.9,42.3,flowering,demonstration crop,synthetic,not_required_synthetic,synchronized,Synthetic demonstration region,SYNTHETIC DATA — heat_stress scenario
0e7ac265-e60d-5f45-b1b1-979d66751419,2026-04-20T18:00:00Z,DEMO-002,28.5,73.9,40.6,flowering,demonstration crop,synthetic,not_required_synthetic,synchronized,Synthetic demonstration region,SYNTHETIC DATA — heat_stress scenario
59b279da-28e1-547f-bccd-0709d8654031,2026-04-21T00:00:00Z,DEMO-002,22.3,91.0,40.2,flowering,demonstration crop,synthetic,not_required_synthetic,synchronized,Synthetic demonstration region,SYNTHETIC DATA — heat_stress scenario
5d06f691-1726-591f-a052-5685300bb096,2026-04-21T06:00:00Z,DEMO-002,27.1,74.6,43.1,flowering,demonstration crop,synthetic,not_required_synthetic,synchronized,Synthetic demonstration region,SYNTHETIC DATA — heat_stress scenario
9a941d17-6f6b-5d6a-b1c0-b386c5c7ae21,2026-04-21T12:00:00Z,DEMO-002,33.4,54.2,41.0,flowering,demonstration crop,synthetic,not_required_synthetic,synchronized,Synthetic demonstration region,SYNTHETIC DATA — heat_stress scenario
d6f5b3bd-1e8e-501b-86c3-53078a8a60eb,2026-04-21T18:00:00Z,DEMO-002,27.7,70.1,41.7,flowering,demonstration crop,synthetic,not_required_synthetic,synchronized,Synthetic demonstration region,SYNTHETIC DATA — heat_stress scenario
1c9238fa-7219-5521-b923-9046ee4f7fd5,2026-04-22T00:00:00Z,DEMO-002,21.1,87.9,40.5,flowering,demonstration crop,synthetic,not_required_synthetic,synchronized,Synthetic demonstration region,SYNTHETIC DATA — heat_stress scenario
900af7fe-6ab9-550c-b90a-648277d11b1f,2026-04-22T06:00:00Z,DEMO-002,28.3,72.3,41.7,flowering,demonstration crop,synthetic,not_required_synthetic,synchronized,Synthetic demonstration region,SYNTHETIC DATA — heat_stress scenario
dde42bf8-9c4d-5ee1-94c6-47ae261f1998,2026-04-22T12:00:00Z,DEMO-002,33.1,53.2,40.6,flowering,demonstration crop,synthetic,not_required_synthetic,synchronized,Synthetic demonstration region,SYNTHETIC DATA — heat_stress scenario
80ce4844-47f6-52c4-a146-23522764e634,2026-04-22T18:00:00Z,DEMO-002,28.1,73.5,41.5,flowering,demonstration crop,synthetic,not_required_synthetic,synchronized,Synthetic demonstration region,SYNTHETIC DATA — heat_stress scenario
1710f2c0-a4fe-5ccd-aa1c-299895b4db8a,2026-04-23T00:00:00Z,DEMO-002,21.3,91.3,40.9,flowering,demonstration crop,synthetic,not_required_synthetic,synchronized,Synthetic demonstration region,SYNTHETIC DATA — heat_stress scenario
5e9ca542-c593-58fb-b101-c941462536fe,2026-04-23T06:00:00Z,DEMO-002,27.1,69.6,39.6,flowering,demonstration crop,synthetic,not_required_synthetic,synchronized,Synthetic demonstration region,SYNTHETIC DATA — heat_stress scenario
b0e1af35-82c3-5e39-937c-3d1eb39aea45,2026-04-23T12:00:00Z,DEMO-002,34.2,55.9,42.3,flowering,demonstration crop,synthetic,not_required_synthetic,synchronized,Synthetic demonstration region,SYNTHETIC DATA — heat_stress scenario
da5aa045-56e1-524e-aa6b-923a166480ef,2026-04-23T18:00:00Z,DEMO-002,27.5,70.0,42.5,flowering,demonstration crop,synthetic,not_required_synthetic,synchronized,Synthetic demonstration region,SYNTHETIC DATA — heat_stress scenario
e2d18c41-37bb-5691-83bb-0fd03c54c1ca,2026-04-24T00:00:00Z,DEMO-002,21.4,89.5,42.7,flowering,demonstration crop,synthetic,not_required_synthetic,synchronized,Synthetic demonstration region,SYNTHETIC DATA — heat_stress scenario
4cb20820-3945-582a-a33a-95c37ce7d138,2026-04-24T06:00:00Z,DEMO-002,27.9,70.0,42.7,flowering,demonstration crop,synthetic,not_required_synthetic,synchronized,Synthetic demonstration region,SYNTHETIC DATA — heat_stress scenario
3bd51808-d2ac-58ef-9ecd-5e4c477baa19,2026-04-24T12:00:00Z,DEMO-002,33.4,52.3,43.2,flowering,demonstration crop,synthetic,not_required_synthetic,synchronized,Synthetic demonstration region,SYNTHETIC DATA — heat_stress scenario
1aa6ccaf-09dc-5f9f-9d25-7d1179decb29,2026-04-24T18:00:00Z,DEMO-002,27.3,71.5,43.2,flowering,demonstration crop,synthetic,not_required_synthetic,synchronized,Synthetic demonstration region,SYNTHETIC DATA — heat_stress scenario
0fb9ac87-dafd-590e-8b75-044c5fd88b88,2026-04-25T00:00:00Z,DEMO-002,21.8,91.2,42.6,flowering,demonstration crop,synthetic,not_required_synthetic,synchronized,Synthetic demonstration region,SYNTHETIC DATA — heat_stress scenario
84ec8a90-0861-5326-9dff-7cef1574286c,2026-04-25T06:00:00Z,DEMO-002,28.9,71.6,41.7,flowering,demonstration crop,synthetic,not_required_synthetic,synchronized,Synthetic demonstration region,SYNTHETIC DATA — heat_stress scenario
35b679d9-d566-5e55-839a-eb85d583e20c,2026-04-25T12:00:00Z,DEMO-002,34.9,51.6,41.5,flowering,demonstration crop,synthetic,not_required_synthetic,synchronized,Synthetic demonstration region,SYNTHETIC DATA — heat_stress scenario
aeb132a2-f154-5c47-ab23-436aa2db17f1,2026-04-25T18:00:00Z,DEMO-002,28.8,69.7,42.0,flowering,demonstration crop,synthetic,not_required_synthetic,synchronized,Synthetic demonstration region,SYNTHETIC DATA — heat_stress scenario
b46f3bc9-b8a6-5587-afe1-93e68e926564,2026-04-26T00:00:00Z,DEMO-002,21.2,90.7,41.9,flowering,demonstration crop,synthetic,not_required_synthetic,synchronized,Synthetic demonstration region,SYNTHETIC DATA — heat_stress scenario
e535660c-b60d-5c35-9eac-e7464e173dd4,2026-04-26T06:00:00Z,DEMO-002,27.3,72.8,39.6,flowering,demonstration crop,synthetic,not_required_synthetic,synchronized,Synthetic demonstration region,SYNTHETIC DATA — heat_stress scenario
db554632-d8b0-5c8a-9cd9-4b8258a306e9,2026-04-26T12:00:00Z,DEMO-002,33.4,56.9,42.7,flowering,demonstration crop,synthetic,not_required_synthetic,synchronized,Synthetic demonstration region,SYNTHETIC DATA — heat_stress scenario
69e01357-0316-5cfa-b47b-39adb4ee2dd6,2026-04-26T18:00:00Z,DEMO-002,27.1,72.9,42.7,flowering,demonstration crop,synthetic,not_required_synthetic,synchronized,Synthetic demonstration region,SYNTHETIC DATA — heat_stress scenario
e99b405c-280d-5ee9-bbe4-9c4e998df1bf,2026-04-27T00:00:00Z,DEMO-002,22.8,88.7,42.0,flowering,demonstration crop,synthetic,not_required_synthetic,synchronized,Synthetic demonstration region,SYNTHETIC DATA — heat_stress scenario
cf630363-46d7-5dc9-85da-32b4a556b336,2026-04-27T06:00:00Z,DEMO-002,27.7,72.1,38.8,flowering,demonstration crop,synthetic,not_required_synthetic,synchronized,Synthetic demonstration region,SYNTHETIC DATA — heat_stress scenario
